Time,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,DistanceMeters,HeartRate,Weight,Seconds,Pace,Speed,MinHeartTarget,MaxHeartTarget
2015.09.23D18:35:38.000,53.33580128,-6.197082829,13.80000019,1731.709961,163,0,546,2.79,3.1716,105,157
2015.09.23D18:35:39.000,53.33578795,-6.197047122,14,1734.5,163,0,547,2.76,3.1709,105,157
2015.09.23D18:35:40.000,53.33577052,-6.197017366,14.19999981,1737.26001,163,0,548,3.39,3.1702,105,157
2015.09.23D18:35:41.000,53.33575241,-6.196976295,14.39999962,1740.650024,162,0,549,4.4399,3.1706,105,157
2015.09.23D18:35:42.000,53.33573238,-6.196918627,14.80000019,1745.089966,162,0,550,3.23,3.1729,105,157
2015.09.23D18:35:43.000,53.33571956,-6.196875125,14.80000019,1748.319946,163,0,551,3.4301,3.173,105,157
2015.09.23D18:35:44.000,53.33570564,-6.196829192,15,1751.75,162,0,552,3.95,3.1735,105,157
2015.09.23D18:35:45.000,53.33568972,-6.196776135,15.19999981,1755.699951,162,0,553,3.8201,3.1749,105,157
2015.09.23D18:35:46.000,53.33568142,-6.196720395,15,1759.52002,162,0,554,3.02,3.176,105,157
2015.09.23D18:35:47.000,53.33567371,-6.196676809,15,1762.540039,162,0,555,3.3099,3.1757,105,157
2015.09.23D18:35:48.000,53.33566625,-6.196628697,15,1765.849976,162,0,556,3.47,3.176,105,157
2015.09.23D18:35:49.000,53.33566088,-6.1965774,15,1769.319946,162,0,557,2.8401,3.1765,105,157
2015.09.23D18:35:50.000,53.33565912,-6.19653482,15,1772.160034,162,0,558,2.6899,3.1759,105,157
2015.09.23D18:35:51.000,53.33565879,-6.196494419,15,1774.849976,162,0,559,3.65,3.175,105,157
2015.09.23D18:35:52.000,53.33565309,-6.196440021,15,1778.5,162,0,560,2.66,3.1759,105,157
2015.09.23D18:35:53.000,53.33565099,-6.196400123,15,1781.160034,162,0,561,2.84,3.175,105,157
2015.09.23D18:35:54.000,53.33565401,-6.19635771,15,1784,163,0,562,2.46,3.1744,105,157
2015.09.23D18:35:55.000,53.33565552,-6.196320495,14.80000019,1786.459961,162,0,563,3.66,3.1731,105,157
2015.09.23D18:35:56.000,53.33565049,-6.196265426,15,1790.119995,162,0,564,3.2,3.174,105,157
2015.09.23D18:35:57.000,53.33564244,-6.196218571,15,1793.319946,163,0,565,2.6801,3.174,105,157
2015.09.23D18:35:58.000,53.33563984,-6.196178254,15.19999981,1796,162,0,566,2.91,3.1731,105,157
2015.09.23D18:35:59.000,53.33563465,-6.196135087,14.80000019,1798.910034,163,0,567,3.4199,3.1727,105,157
2015.09.23D18:36:00.000,53.3356292,-6.196084376,15,1802.329956,163,0,568,3.52,3.1731,105,157
2015.09.23D18:36:01.000,53.33562501,-6.196031906,14.80000019,1805.849976,163,0,569,3.36,3.1737,105,157
2015.09.23D18:36:02.000,53.33561839,-6.195982369,14.60000038,1809.209961,162,0,570,3.3101,3.1741,105,157
2015.09.23D18:36:03.000,53.33560833,-6.195935179,14.60000038,1812.52002,162,0,571,3.45,3.1743,105,157
2015.09.23D18:36:04.000,53.33560129,-6.195884719,14.60000038,1815.969971,162,0,572,3.01,3.1748,105,157
2015.09.23D18:36:05.000,53.33559659,-6.195840128,14.60000038,1818.97998,162,0,573,3.47,3.1745,105,157
2015.09.23D18:36:06.000,53.33558762,-6.19578992,14.60000038,1822.449951,162,0,574,3.8601,3.175,105,157
2015.09.23D18:36:07.000,53.33558318,-6.195732504,14.60000038,1826.310059,162,0,575,3.37,3.1762,105,157
2015.09.23D18:36:08.000,53.33557564,-6.19568347,14.60000038,1829.680054,162,0,576,2.33,3.1765,105,157
2015.09.23D18:36:09.000,53.33556868,-6.195650278,14.39999962,1832.01001,162,0,577,2.54,3.1751,105,157
2015.09.23D18:36:10.000,53.33556466,-6.195612559,14.60000038,1834.550049,162,0,578,3.62,3.174,105,157
2015.09.23D18:36:11.000,53.3355577,-6.19555925,14.60000038,1838.170044,161,0,579,3.72,3.1747,105,157
2015.09.23D18:36:12.000,53.33555183,-6.195504181,14.60000038,1841.890015,161,0,580,2.9399,3.1757,105,157
2015.09.23D18:36:13.000,53.33554546,-6.195461014,14.60000038,1844.829956,161,0,581,3.12,3.1753,105,157
2015.09.23D18:36:14.000,53.3355406,-6.195414746,14.19999981,1847.949951,160,0,582,2.65,3.1752,105,157
2015.09.23D18:36:15.000,53.3355406,-6.195374765,14.19999981,1850.599976,160,0,583,3.25,3.1743,105,157
2015.09.23D18:36:16.000,53.33554538,-6.195326569,14,1853.849976,160,0,584,2.76,3.1744,105,157
2015.09.23D18:36:17.000,53.33554027,-6.195285665,14,1856.609985,160,0,585,3.23,3.1737,105,157
2015.09.23D18:36:18.000,53.33553574,-6.195237385,14,1859.839966,160,0,586,3.9301,3.1738,105,157
2015.09.23D18:36:19.000,53.33553624,-6.195178293,13.80000019,1863.77002,160,0,587,3.02,3.1751,105,157
2015.09.23D18:36:20.000,53.33553851,-6.195132863,14,1866.790039,160,0,588,3.22,3.1748,105,157
2015.09.23D18:36:21.000,53.33554387,-6.195085337,14,1870.01001,160,0,589,3.78,3.1749,105,157
2015.09.23D18:36:22.000,53.335552,-6.195030184,13.80000019,1873.790039,160,0,590,3.5,3.1759,105,157
2015.09.23D18:36:23.000,53.33556072,-6.194979055,14,1877.290039,160,0,591,3.51,3.1765,105,157
2015.09.23D18:36:24.000,53.33557807,-6.19493505,14,1880.800049,160,0,592,3.33,3.177,105,157
2015.09.23D18:36:25.000,53.33558201,-6.194884088,14.19999981,1884.130005,159,0,593,3.77,3.1773,105,157
2015.09.23D18:36:26.000,53.33560154,-6.194837652,14.80000019,1887.900024,159,0,594,2.6699,3.1783,105,157
2015.09.23D18:36:27.000,53.33562149,-6.194815356,14.60000038,1890.569946,159,0,595,2.8,3.1774,105,157
2015.09.23D18:36:28.000,53.33564429,-6.194797503,14.80000019,1893.369995,159,0,596,3.23,3.1768,105,157
2015.09.23D18:36:29.000,53.33567077,-6.194778057,14.80000019,1896.599976,158,0,597,3.0601,3.1769,105,157
2015.09.23D18:36:30.000,53.33569458,-6.194754755,15,1899.660034,158,0,598,2.9399,3.1767,105,157
2015.09.23D18:36:31.000,53.33571947,-6.194740171,15,1902.599976,158,0,599,2.4501,3.1763,105,157
2015.09.23D18:36:32.000,53.33573825,-6.194720641,14.60000038,1905.050049,158,0,600,2.76,3.1751,105,157
2015.09.23D18:36:33.000,53.33576088,-6.194703709,14.19999981,1907.810059,159,0,601,2.5199,3.1744,105,157
2015.09.23D18:36:34.000,53.33578183,-6.194689041,14.19999981,1910.329956,158,0,602,2.41,3.1733,105,157
2015.09.23D18:36:35.000,53.33580195,-6.194675546,14,1912.73999,158,0,603,3,3.172,105,157
2015.09.23D18:36:36.000,53.3358271,-6.194659704,14.19999981,1915.73999,158,0,604,2.9,3.1718,105,157
2015.09.23D18:36:37.000,53.33585107,-6.194642605,13.80000019,1918.640015,158,0,605,2.72,3.1713,105,157
2015.09.23D18:36:38.000,53.33587227,-6.194622153,13.39999962,1921.359985,158,0,606,2.49,3.1706,105,157
2015.09.23D18:36:39.000,53.33589038,-6.194600109,13,1923.849976,157,0,607,2.16,3.1694,105,157
2015.09.23D18:36:40.000,53.33590765,-6.194585357,12.80000019,1926.01001,158,0,608,2.38,3.1678,105,157
2015.09.23D18:36:41.000,53.33592852,-6.194577226,13,1928.390015,158,0,609,2.95,3.1665,105,157
2015.09.23D18:36:42.000,53.33595458,-6.194569934,12.80000019,1931.339966,158,0,610,2.5901,3.1661,105,157
2015.09.23D18:36:43.000,53.33597579,-6.194553506,12.80000019,1933.930054,158,0,611,2.84,3.1652,105,157
2015.09.23D18:36:44.000,53.33599976,-6.19453867,12.80000019,1936.77002,157,0,612,2.73,3.1647,105,157
2015.09.23D18:36:45.000,53.33602332,-6.19452727,13,1939.5,157,0,613,2.67,3.1639,105,157
2015.09.23D18:36:46.000,53.33604662,-6.194517715,12.60000038,1942.170044,157,0,614,3.48,3.1631,105,157
2015.09.23D18:36:47.000,53.33607453,-6.19449391,12.39999962,1945.650024,157,0,615,2.6899,3.1637,105,157
2015.09.23D18:36:48.000,53.33609599,-6.194475051,12.19999981,1948.339966,157,0,616,3.4501,3.1629,105,157
2015.09.23D18:36:49.000,53.33612599,-6.194462478,12.39999962,1951.790039,157,0,617,2.24,3.1634,105,157
2015.09.23D18:36:50.000,53.33614301,-6.194444122,12.19999981,1954.030029,157,0,618,2.86,3.1619,105,157
2015.09.23D18:36:51.000,53.33616614,-6.194425263,12.19999981,1956.890015,157,0,619,2.95,3.1614,105,157
2015.09.23D18:36:52.000,53.33619095,-6.19440984,12,1959.839966,157,0,620,3.02,3.161,105,157
2015.09.23D18:36:53.000,53.33621794,-6.194405397,11.60000038,1962.859985,156,0,621,2.9501,3.1608,105,157
2015.09.23D18:36:54.000,53.3362425,-6.194388131,11.80000019,1965.810059,157,0,622,2.46,3.1605,105,157
2015.09.23D18:36:55.000,53.3362617,-6.194369858,11.80000019,1968.27002,156,0,623,3.9,3.1593,105,157
2015.09.23D18:36:56.000,53.33628969,-6.194334486,11.60000038,1972.170044,157,0,624,3.5,3.1605,105,157
2015.09.23D18:36:57.000,53.33631517,-6.194303725,11.80000019,1975.670044,157,0,625,3.7899,3.1611,105,157
2015.09.23D18:36:58.000,53.33634057,-6.194265839,11.39999962,1979.459961,157,0,626,3.8401,3.1621,105,157
2015.09.23D18:36:59.000,53.33635004,-6.194209931,11.80000019,1983.300049,157,0,627,3.7999,3.1632,105,157
2015.09.23D18:37:00.000,53.33636169,-6.194156287,12,1987.099976,157,0,628,3.8,3.1642,105,157
2015.09.23D18:37:01.000,53.33638164,-6.194109851,12,1990.900024,157,0,629,3.24,3.1652,105,157
2015.09.23D18:37:02.000,53.33639145,-6.194063919,12.19999981,1994.140015,158,0,630,3.59,3.1653,105,157
2015.09.23D18:37:03.000,53.33641215,-6.194022512,12,1997.72998,158,0,631,3.37,3.166,105,157
2015.09.23D18:37:04.000,53.33644057,-6.194004072,11.80000019,2001.099976,158,0,632,2.04,3.1663,105,157
2015.09.23D18:37:05.000,53.33647116,-6.193957888,11.19999981,2003.140015,158,0,633,2.54,3.1645,105,157
2015.09.23D18:37:06.000,53.33647116,-6.193957888,11.19999981,2005.680054,158,0,634,4.2599,3.1635,105,157
2015.09.23D18:37:07.000,53.33653788,-6.193910614,11,2009.939941,158,0,635,3.79,3.1653,105,157
2015.09.23D18:37:08.000,53.33653788,-6.193910614,11,2013.72998,158,0,636,3.79,3.1662,105,157
2015.09.23D18:37:09.000,53.33656822,-6.193884965,11,2017.52002,158,0,637,4.33,3.1672,105,157
2015.09.23D18:37:10.000,53.33663084,-6.193834003,10.39999962,2021.849976,158,0,638,3.42,3.169,105,157
2015.09.23D18:37:11.000,53.33663084,-6.193834003,10.39999962,2025.27002,158,0,639,3.46,3.1694,105,157
2015.09.23D18:37:12.000,53.3366585,-6.193810198,10.19999981,2028.72998,158,0,640,2.41,3.1699,105,157
2015.09.23D18:37:13.000,53.33670259,-6.193775414,9.600000381,2031.140015,158,0,641,3,3.1687,105,157
2015.09.23D18:37:14.000,53.33670259,-6.193775414,9.600000381,2034.140015,158,0,642,3.04,3.1684,105,157
2015.09.23D18:37:15.000,53.33672664,-6.193753956,9.399999619,2037.180054,157,0,643,3.1599,3.1682,105,157
2015.09.23D18:37:16.000,53.33675522,-6.193742305,9.199999809,2040.339966,157,0,644,3.9401,3.1682,105,157
2015.09.23D18:37:17.000,53.33678406,-6.193707855,8.800000191,2044.280029,157,0,645,3.45,3.1694,105,157
2015.09.23D18:37:18.000,53.33681088,-6.193681704,8.800000191,2047.72998,157,0,646,3.54,3.1699,105,157
2015.09.23D18:37:19.000,53.33683929,-6.193657396,8.800000191,2051.27002,156,0,647,2.5801,3.1704,105,157
2015.09.23D18:37:20.000,53.33685991,-6.193639627,8.600000381,2053.850098,156,0,648,3.1299,3.1695,105,157
2015.09.23D18:37:21.000,53.33688363,-6.193614313,8.199999809,2056.97998,156,0,649,3.49,3.1695,105,157
2015.09.23D18:37:22.000,53.3369128,-6.193594532,8.199999809,2060.469971,156,0,650,2.99,3.17,105,157
2015.09.23D18:37:23.000,53.33693837,-6.193580618,8.199999809,2063.459961,155,0,651,2.6401,3.1697,105,157
2015.09.23D18:37:24.000,53.33695941,-6.193562178,8,2066.100098,155,0,652,3.9199,3.1689,105,157
2015.09.23D18:37:25.000,53.33699344,-6.193546336,7.800000191,2070.02002,154,0,653,2.8799,3.17,105,157
2015.09.23D18:37:26.000,53.33701942,-6.193543402,7.599999905,2072.899902,154,0,654,3.02,3.1696,105,157
2015.09.23D18:37:27.000,53.33704591,-6.193533931,7.199999809,2075.919922,154,0,655,2.6201,3.1693,105,157
2015.09.23D18:37:28.000,53.33706728,-6.193517167,6.599999905,2078.540039,154,0,656,3.1299,3.1685,105,157
2015.09.23D18:37:29.000,53.33709318,-6.193499146,6.400000095,2081.669922,153,0,657,2.9402,3.1684,105,157
2015.09.23D18:37:30.000,53.33711699,-6.1934797,6.400000095,2084.610107,153,0,658,1.71,3.1681,105,157
2015.09.23D18:37:31.000,53.33713107,-6.19346939,6.199999809,2086.320068,153,0,659,5.0798,3.1659,105,157
2015.09.23D18:37:32.000,53.3371708,-6.193431756,5.599999905,2091.399902,152,0,660,3.52,3.1688,105,157
2015.09.23D18:37:33.000,53.33719905,-6.193407783,5.599999905,2094.919922,152,0,661,3.26,3.1693,105,157
2015.09.23D18:37:34.000,53.33722394,-6.193382051,5.599999905,2098.179932,152,0,662,3.05,3.1695,105,157
2015.09.23D18:37:35.000,53.33724707,-6.193357324,5.199999809,2101.22998,152,0,663,3.76,3.1693,105,157
2015.09.23D18:37:36.000,53.33727473,-6.19332497,4.800000191,2104.98999,152,0,664,3.21,3.1702,105,157
2015.09.23D18:37:37.000,53.33729845,-6.193297561,5,2108.199951,152,0,665,3.21,3.1702,105,157
2015.09.23D18:37:38.000,53.33731899,-6.193263698,5.199999809,2111.409912,152,0,666,3.55,3.1703,105,157
2015.09.23D18:37:39.000,53.33733852,-6.193221454,5.199999809,2114.959961,152,0,667,3.4399,3.1709,105,157
2015.09.23D18:37:40.000,53.33735788,-6.193181304,5.199999809,2118.399902,152,0,668,3.25,3.1713,105,157
2015.09.23D18:37:41.000,53.33737481,-6.193141406,5.400000095,2121.649902,152,0,669,3.23,3.1714,105,157
2015.09.23D18:37:42.000,53.33738999,-6.1931,5.599999905,2124.879883,153,0,670,3.6001,3.1715,105,157
2015.09.23D18:37:43.000,53.3374039,-6.193051301,5.599999905,2128.47998,153,0,671,3.52,3.1721,105,157
2015.09.23D18:37:44.000,53.33742284,-6.193008805,6,2132,153,0,672,3.22,3.1726,105,157
2015.09.23D18:37:45.000,53.33743558,-6.192965386,6,2135.219971,153,0,673,3.74,3.1727,105,157
2015.09.23D18:37:46.000,53.33744799,-6.192913251,6.199999809,2138.959961,153,0,674,3.48,3.1735,105,157
2015.09.23D18:37:47.000,53.33746877,-6.192873772,6.199999809,2142.439941,153,0,675,3.1301,3.174,105,157
2015.09.23D18:37:48.000,53.33748705,-6.192837898,6.400000095,2145.570068,154,0,676,2.71,3.1739,105,157
2015.09.23D18:37:49.000,53.33748956,-6.192797078,6.400000095,2148.280029,154,0,677,3.21,3.1732,105,157
2015.09.23D18:37:50.000,53.33749199,-6.192749133,6.599999905,2151.48999,154,0,678,3.8201,3.1733,105,157
2015.09.23D18:37:51.000,53.33748939,-6.192691969,6.800000191,2155.310059,154,0,679,3.1199,3.1742,105,157
2015.09.23D18:37:52.000,53.33749065,-6.192645114,6.800000191,2158.429932,155,0,680,3.28,3.1742,105,157
2015.09.23D18:37:53.000,53.33749702,-6.192596918,7,2161.709961,155,0,681,3.5801,3.1743,105,157
2015.09.23D18:37:54.000,53.33750331,-6.19254428,7,2165.290039,155,0,682,2.8201,3.1749,105,157
2015.09.23D18:37:55.000,53.33751337,-6.19250522,7,2168.110107,155,0,683,3.1499,3.1744,105,157
2015.09.23D18:37:56.000,53.33752108,-6.192459706,7,2171.26001,155,0,684,3.6699,3.1744,105,157
2015.09.23D18:37:57.000,53.33753985,-6.192414276,7,2174.929932,156,0,685,3.79,3.1751,105,157
2015.09.23D18:37:58.000,53.33755008,-6.192359626,7.199999809,2178.719971,156,0,686,3.5601,3.176,105,157
2015.09.23D18:37:59.000,53.33757573,-6.192326434,7.400000095,2182.280029,155,0,687,3.8699,3.1765,105,157
2015.09.23D18:38:00.000,53.33760808,-6.192304306,7.400000095,2186.149902,155,0,688,2.79,3.1775,105,157
2015.09.23D18:38:01.000,53.33762929,-6.192282178,7.400000095,2188.939941,155,0,689,4.0701,3.177,105,157
2015.09.23D18:38:02.000,53.33766206,-6.192254853,7.599999905,2193.01001,155,0,690,2.9099,3.1783,105,157
2015.09.23D18:38:03.000,53.33768201,-6.192226438,8,2195.919922,155,0,691,3.77,3.1779,105,157
2015.09.23D18:38:04.000,53.33767078,-6.192171117,8.199999809,2199.689941,155,0,692,3.1602,3.1787,105,157
2015.09.23D18:38:05.000,53.33766282,-6.192125604,8.199999809,2202.850098,155,0,693,3.0598,3.1787,105,157
2015.09.23D18:38:06.000,53.33766147,-6.192079671,8,2205.909912,155,0,694,2.9001,3.1785,105,157
2015.09.23D18:38:07.000,53.33766416,-6.192036336,8,2208.810059,155,0,695,3.3599,3.1781,105,157
2015.09.23D18:38:08.000,53.33766449,-6.191985877,7.800000191,2212.169922,154,0,696,3.9001,3.1784,105,157
2015.09.23D18:38:09.000,53.33766139,-6.191927455,8.199999809,2216.070068,154,0,697,2.75,3.1794,105,157
2015.09.23D18:38:10.000,53.33766039,-6.191886049,8.800000191,2218.820068,154,0,698,3.1399,3.1788,105,157
2015.09.23D18:38:11.000,53.33766349,-6.191839278,9,2221.959961,153,0,699,3.5801,3.1788,105,157
2015.09.23D18:38:12.000,53.3376707,-6.191786891,9,2225.540039,153,0,700,3.3599,3.1793,105,157
2015.09.23D18:38:13.000,53.33767489,-6.191736851,9,2228.899902,153,0,701,2.6401,3.1796,105,157
2015.09.23D18:38:14.000,53.33767589,-6.191697288,9,2231.540039,153,0,702,3.0601,3.1788,105,157
2015.09.23D18:38:15.000,53.33768059,-6.191652026,9,2234.600098,154,0,703,3.6199,3.1787,105,157
2015.09.23D18:38:16.000,53.33767975,-6.19159746,8.800000191,2238.219971,154,0,704,3.2,3.1793,105,157
2015.09.23D18:38:17.000,53.33768729,-6.191551108,8.800000191,2241.419922,154,0,705,3.3601,3.1793,105,157
2015.09.23D18:38:18.000,53.33768947,-6.191500816,8.600000381,2244.780029,154,0,706,3.02,3.1796,105,157
2015.09.23D18:38:19.000,53.33768746,-6.19145547,8.600000381,2247.800049,155,0,707,3.1599,3.1793,105,157
2015.09.23D18:38:20.000,53.33768888,-6.191408029,8.600000381,2250.959961,155,0,708,3.51,3.1793,105,157
2015.09.23D18:38:21.000,53.33769383,-6.191355977,8.199999809,2254.469971,155,0,709,2.8201,3.1798,105,157
2015.09.23D18:38:22.000,53.33770079,-6.191315325,8.199999809,2257.290039,155,0,710,3.3699,3.1793,105,157
2015.09.23D18:38:23.000,53.33770934,-6.191266794,8,2260.659912,155,0,711,3.3101,3.1795,105,157
2015.09.23D18:38:24.000,53.33771495,-6.191217927,8,2263.969971,154,0,712,3,3.1797,105,157
2015.09.23D18:38:25.000,53.33771864,-6.191173168,7.800000191,2266.969971,154,0,713,3.0801,3.1795,105,157
2015.09.23D18:38:26.000,53.33771973,-6.191126816,7.800000191,2270.050049,154,0,714,3.53,3.1793,105,157
2015.09.23D18:38:27.000,53.33771805,-6.191073591,7.800000191,2273.580078,154,0,715,3.3499,3.1798,105,157
2015.09.23D18:38:28.000,53.33772208,-6.191023719,8,2276.929932,154,0,716,2.3701,3.1801,105,157
2015.09.23D18:38:29.000,53.33771931,-6.190988095,8,2279.300049,154,0,717,3.24,3.1789,105,157
2015.09.23D18:38:30.000,53.337709,-6.190942079,8,2282.540039,154,0,718,3.0801,3.179,105,157
2015.09.23D18:38:31.000,53.33771411,-6.190896565,8,2285.620117,154,0,719,3.3699,3.1789,105,157
2015.09.23D18:38:32.000,53.33771571,-6.190845938,8,2288.98999,154,0,720,2.4299,3.1792,105,157
2015.09.23D18:38:33.000,53.33772166,-6.190810818,8,2291.419922,154,0,721,3.26,3.1781,105,157
2015.09.23D18:38:34.000,53.33771755,-6.190761533,8,2294.679932,154,0,722,2.74,3.1782,105,157
2015.09.23D18:38:35.000,53.33771923,-6.190720545,8,2297.419922,154,0,723,3.8701,3.1776,105,157
2015.09.23D18:38:36.000,53.33772635,-6.190663632,7.800000191,2301.290039,154,0,724,2.6799,3.1786,105,157
2015.09.23D18:38:37.000,53.33772602,-6.190622812,7.599999905,2303.969971,154,0,725,3.23,3.1779,105,157
2015.09.23D18:38:38.000,53.33772308,-6.190574365,7.599999905,2307.199951,154,0,726,3.5701,3.178,105,157
2015.09.23D18:38:39.000,53.33772719,-6.19052114,7.800000191,2310.77002,154,0,727,2.6199,3.1785,105,157
2015.09.23D18:38:40.000,53.33773515,-6.190484092,7.400000095,2313.389893,154,0,728,2.0901,3.1777,105,157
2015.09.23D18:38:41.000,53.33773389,-6.190452073,7.400000095,2315.47998,155,0,729,3.73,3.1762,105,157
2015.09.23D18:38:42.000,53.33772736,-6.190396585,7.400000095,2319.209961,155,0,730,2.99,3.177,105,157
2015.09.23D18:38:43.000,53.3377328,-6.190352496,7.199999809,2322.199951,154,0,731,2.3101,3.1767,105,157
2015.09.23D18:38:44.000,53.33773993,-6.190319723,7,2324.51001,154,0,732,2.4199,3.1756,105,157
2015.09.23D18:38:45.000,53.3377375,-6.190283177,7,2326.929932,154,0,733,3.3401,3.1745,105,157
2015.09.23D18:38:46.000,53.337738,-6.190232886,7,2330.27002,154,0,734,2.72,3.1748,105,157
2015.09.23D18:38:47.000,53.3377427,-6.190192821,6.599999905,2332.98999,154,0,735,3.5601,3.1741,105,157
2015.09.23D18:38:48.000,53.33773658,-6.190139931,6.400000095,2336.550049,154,0,736,3.1699,3.1747,105,157
2015.09.23D18:38:49.000,53.33773524,-6.190092154,6.400000095,2339.719971,153,0,737,3.04,3.1747,105,157
2015.09.23D18:38:50.000,53.33773557,-6.190046053,6.400000095,2342.76001,153,0,738,3.45,3.1745,105,157
2015.09.23D18:38:51.000,53.33773381,-6.189994002,6.599999905,2346.209961,154,0,739,3.0901,3.1748,105,157
2015.09.23D18:38:52.000,53.33773079,-6.189947482,6.400000095,2349.300049,154,0,740,1.25,3.1747,105,157
2015.09.23D18:38:53.000,53.33772794,-6.189928371,6.599999905,2350.550049,154,0,741,5.0798,3.1721,105,157
2015.09.23D18:38:54.000,53.33772912,-6.189852012,6.599999905,2355.629883,154,0,742,2.7002,3.1747,105,157
2015.09.23D18:38:55.000,53.33773373,-6.189812282,6.599999905,2358.330078,154,0,743,3.1299,3.1741,105,157
2015.09.23D18:38:56.000,53.33773867,-6.189765846,6.599999905,2361.459961,155,0,744,3,3.174,105,157
2015.09.23D18:38:57.000,53.33773255,-6.189720668,7,2364.459961,155,0,745,3.6301,3.1738,105,157
2015.09.23D18:38:58.000,53.33773247,-6.189665766,7,2368.090088,155,0,746,2.5898,3.1744,105,157
2015.09.23D18:38:59.000,53.33773348,-6.189626874,7,2370.679932,155,0,747,2.51,3.1736,105,157
2015.09.23D18:39:00.000,53.33773054,-6.189588904,7,2373.189941,155,0,748,3.25,3.1727,105,157
2015.09.23D18:39:01.000,53.33772585,-6.189540457,7,2376.439941,154,0,749,3.73,3.1728,105,157
2015.09.23D18:39:02.000,53.33772426,-6.189484131,7.199999809,2380.169922,154,0,750,2.71,3.1736,105,157
2015.09.23D18:39:03.000,53.33772426,-6.189443311,7.400000095,2382.879883,154,0,751,2.8901,3.1729,105,157
2015.09.23D18:39:04.000,53.33772275,-6.189399557,7.400000095,2385.77002,154,0,752,2.54,3.1726,105,157
2015.09.23D18:39:05.000,53.3377235,-6.18936142,7.400000095,2388.310059,155,0,753,3.9199,3.1717,105,157
2015.09.23D18:39:06.000,53.33771889,-6.18930283,7.400000095,2392.22998,155,0,754,3.3901,3.1727,105,157
2015.09.23D18:39:07.000,53.33772199,-6.189252287,7.400000095,2395.620117,155,0,755,2.9399,3.173,105,157
2015.09.23D18:39:08.000,53.33772141,-6.189207528,7.400000095,2398.560059,155,0,756,3.03,3.1727,105,157
2015.09.23D18:39:09.000,53.33771856,-6.18916193,7.199999809,2401.590088,155,0,757,3.0798,3.1725,105,157
2015.09.23D18:39:10.000,53.33771495,-6.189115914,7.400000095,2404.669922,155,0,758,2.8401,3.1724,105,157
2015.09.23D18:39:11.000,53.33771747,-6.189073417,7.400000095,2407.51001,155,0,759,2.8601,3.1719,105,157
2015.09.23D18:39:12.000,53.33772166,-6.189031089,7.400000095,2410.370117,155,0,760,3.0898,3.1715,105,157
2015.09.23D18:39:13.000,53.33772509,-6.188985072,7.400000095,2413.459961,155,0,761,3.1699,3.1714,105,157
2015.09.23D18:39:14.000,53.33772845,-6.188937714,7.599999905,2416.629883,154,0,762,2.9001,3.1714,105,157
2015.09.23D18:39:15.000,53.33773012,-6.188894128,7.599999905,2419.530029,154,0,763,3.04,3.1711,105,157
2015.09.23D18:39:16.000,53.33772308,-6.188849453,7.599999905,2422.570068,154,0,764,3.3999,3.1709,105,157
2015.09.23D18:39:17.000,53.33772057,-6.188798575,7.599999905,2425.969971,154,0,765,3.21,3.1712,105,157
2015.09.23D18:39:18.000,53.33772283,-6.188750546,7.800000191,2429.179932,153,0,766,3.74,3.1713,105,157
2015.09.23D18:39:19.000,53.33771646,-6.188695142,7.199999809,2432.919922,153,0,767,3.26,3.172,105,157
2015.09.23D18:39:20.000,53.33771428,-6.188646359,7,2436.179932,152,0,768,3.2,3.1721,105,157
2015.09.23D18:39:21.000,53.3377209,-6.188599421,7,2439.379883,151,0,769,3.03,3.1721,105,157
2015.09.23D18:39:22.000,53.33772451,-6.188554242,7,2442.409912,151,0,770,2.55,3.172,105,157
2015.09.23D18:39:23.000,53.33772451,-6.188515937,7,2444.959961,151,0,771,3,3.1712,105,157
2015.09.23D18:39:24.000,53.33772962,-6.188471764,6.800000191,2447.959961,152,0,772,3.3801,3.1709,105,157
2015.09.23D18:39:25.000,53.33772493,-6.188421473,6.800000191,2451.340088,152,0,773,2.99,3.1712,105,157
2015.09.23D18:39:26.000,53.33772568,-6.188376462,6.599999905,2454.330078,152,0,774,3.1599,3.171,105,157
2015.09.23D18:39:27.000,53.33772157,-6.18832944,6.599999905,2457.48999,151,0,775,3.0701,3.171,105,157
2015.09.23D18:39:28.000,53.33772669,-6.188284261,6.400000095,2460.560059,151,0,776,3.4199,3.1708,105,157
2015.09.23D18:39:29.000,53.33773247,-6.188233802,6.400000095,2463.97998,151,0,777,2.98,3.1711,105,157
2015.09.23D18:39:30.000,53.33773716,-6.188189713,6.400000095,2466.959961,151,0,778,3.3601,3.1709,105,157
2015.09.23D18:39:31.000,53.33774538,-6.188141182,6.199999809,2470.320068,150,0,779,2.8599,3.1711,105,157
2015.09.23D18:39:32.000,53.33775409,-6.188100614,6.199999809,2473.179932,150,0,780,2.47,3.1707,105,157
2015.09.23D18:39:33.000,53.33776139,-6.188065661,6,2475.649902,150,0,781,2.76,3.1698,105,157
2015.09.23D18:39:34.000,53.33776323,-6.188024087,5.800000191,2478.409912,150,0,782,2.4502,3.1693,105,157
2015.09.23D18:39:35.000,53.33776449,-6.187987207,5.800000191,2480.860107,150,0,783,3.2798,3.1684,105,157
2015.09.23D18:39:36.000,53.33776466,-6.187937669,5.800000191,2484.139893,150,0,784,3,3.1685,105,157
2015.09.23D18:39:37.000,53.33776893,-6.187893329,5.800000191,2487.139893,149,0,785,2.6001,3.1683,105,157
