Area,Group,Price,Rooms,Address
Cork City,Cork,118000,1,"APT H7 EDENHALL, TENNIS VILLAGE, MODEL FARM RD"
Cork City,Cork,125000,1,"APARTMENT 89 MILESTREAM, SHANAKEIL, BLARNEY ROAD"
Cork City,Cork,125000,1,"APARTMENT 90 MILESTREAM, SHANAKEIL, BLARNEY RD"
Cork City,Cork,125000,1,"APT 87 MILESTREAM, SHANAKIEL, OLD BLARNEY RD"
Cork City,Cork,125000,1,"APT 88 MILESTREAM, SHANAKEIL, BLARNEY RD"
Cork City,Cork,126000,1,"13 GREENMOUNT BULLDINGS, GREENMOUNT, CORK"
Cork City,Cork,130000,2,"9 COIS COILLTE, BALLINURE RD, BLACKROCK"
Cork City,Cork,137000,2,"3 WAGGETTS LANE, CORK, CORK"
Cork City,Cork,140500,2,"77 HIBERNIAN BUILDINGS, ALBERT RD, CORK"
Cork City,Cork,144000,2,"22 GOLDSMITHS AVE, RICHMOND HILL, CORK"
Cork City,Cork,149900,2,"26 ST FINBARRS PLACE, PROBYS QUAY, CORK"
Cork City,Cork,150000,2,"1 DUBLIN ST, BLACKPOOL, CORK"
Cork City,Cork,150000,2,"19 HANOVER MEWS, HANOVER ST, CORK"
Cork City,Cork,152460,2,"APT 1, 84 FRIARS WALK, CORK"
Cork City,Cork,170000,2,"52 LIOS NA GREINE, SOUTH DOUGLAS RD, CORK"
Cork City,Cork,176000,2,"5 PRESENTATION AVE, GURRANABRAHER, CORK"
Cork City,Cork,180000,3,"4 WOODHILL, LOVERS WALK, CORK"
Cork City,Cork,188000,3,"9 LEE VISTA, LEE RD, CORK"
Cork City,Cork,203000,3,"169 FARRANFERRIS AVE, FARRANREE, CORK"
Cork City,Cork,205000,3,"17 LOWER FRIARS ROAD, TURNERS CROSS, CORK"
Cork City,Cork,207900,3,"APT 1 LEEVIEW, BLACKROCK, CORK"
Cork City,Cork,212000,3,"90 LEESDALE, MODEL FARM RD, CORK"
Cork City,Cork,213500,3,"13 QUAY HOUSE, FITTON ST EAST, CORK"
Cork City,Cork,215000,3,"4 ROBERTSVILLE, TOWER ST, CORK"
Cork City,Cork,215048,3,"59B GREAT WILLIAM OBRIEN STREET, BLACKPOOL, CO CORK"
Cork City,Cork,216000,3,"12 QUAY HOUSE, FITTON ST, CORK"
Cork City,Cork,220000,3,"Apartment 7, Blackrock House, Blackrock"
Cork City,Cork,250000,3,"APT 1 3G HOUSE, CURRAHEEN RD, BISHOPSTOWN"
Cork City,Cork,254100,3,"APT 2, 2 CLARENCE PLACE, SUMMERHILL NORTH"
Cork City,Cork,260000,3,"40 WHITETHORN, DOUGLAS ROAD, CORK"
Cork City,Cork,265000,3,"24 ST ANNES PARK, TURNERS CROSS, CORK"
Cork City,Cork,275000,3,"17 WALLACES AVE, BALLINLOUGH, CORK"
Cork City,Cork,280000,3,"136 THE FALCON, JACOBS ISLAND, CORK"
Cork City,Cork,280000,3,"3 LAUREL GROVE, DOUGLAS RD, CORK"
Cork City,Cork,283000,3,"4 LAUREL GROVE, DOUGLAS RD, CORK"
Cork City,Cork,285000,3,"7 AUBURN VILLAS, MAGAZINE RD, CORK CITY"
Cork City,Cork,285000,4,"PHIBSBORO, SOUTH DOUGLAS ROAD, CORK"
Cork City,Cork,286000,4,"36 SUMMERSTOWN DRIVE, WILTON, CORK"
Cork City,Cork,290000,4,"MINDZENTY, BEECHWOOD DR, BOREENMANNA RD"
Cork City,Cork,299000,4,"14 SOMMERVILLE, REEVES WOOD DOUGLAS, CORK"
Cork City,Cork,322500,4,"3 CEDAR AVE, BISHOPSTOWN, CORK"
Cork City,Cork,330000,4,"NOELLA, 7 GLENDALE DR, GLASHEEN"
Cork City,Cork,340000,4,"49 AVONLEA COURT, CHURCHROAD, BLACKROCK"
Cork City,Cork,350000,5,"7 WOODLAND VIEW, WESTERN RD, CORK"
Cork City,Cork,350976,5,"62 GERALD GRIFFIN ST, BLACKPOOL, CORK"
Cork City,Cork,350976,5,"63 GERALD GRIFFIN ST, BLACKPOOL, CORK"
Cork City,Cork,358590,5,"54  Belfield Abbey, Boreenmanna Road, Cork"
Cork City,Cork,370000,5,"2 HAWTHORNE PLACE, COLLEGE RD, CORK"
Cork City,Cork,405000,5,"Apartment 6, Blackrock House, Blackrock Village"
Cork City,Cork,485000,5,"12 CLEVE HILL, BLACKROCK RD, CORK"
Cork City,Cork,492877,5,"11 HARDWICK STREET, CORK"
Cork City,Cork,505000,5,"SKEHARD HOUSE, SKEHARD RD, BLACKROCK"
Donegal,Donegal,15000,1,"EGLISH, DONEGAL TOWN, DONEGAL"
Donegal,Donegal,17000,1,"DRUMNAMONA, CARRIGART, COUNTY DONEGAL"
Donegal,Donegal,30000,1,"BOMANY, LETTERKENNY, CO DONEGAL"
Donegal,Donegal,30000,1,"BOMANY, LETTERKENNY, CO DONEGAL"
Donegal,Donegal,30500,1,"4 WOODVIEW TERRACE, STRANORLAR, CO. DONEGAL"
Donegal,Donegal,40000,1,"ARDLAGHAN, CLOGHAN, CO DONEGAL"
Donegal,Donegal,46650,1,"1 LUI NA GREINE, LETTERKENNY, CO. DONEGAL"
Donegal,Donegal,49000,1,"41 LOUGHFERN HEIGHT, MILFORD, CO DONEGAL"
Donegal,Donegal,50000,1,"VILLAS, CARRIGANS, DONEGAL"
Donegal,Donegal,53000,1,"36 ATLANTIC WAY, BUNDORAN, CO DONEGAL"
Donegal,Donegal,54000,1,"64 FLAX FIELDS, CONVOY, DONEGAL"
Donegal,Donegal,55000,1,"THE GATE LODGE, GREENCASTLE, DONEGAL"
Donegal,Donegal,60000,1,"20 AN CLAIRIN, KILLYGORDON, DONEGAL"
Donegal,Donegal,62500,1,"GLASSON 1, CREESLOUGH, LETTERKENNY"
Donegal,Donegal,68000,1,"17 SLIABH SNEACTA, LETTERKENNY, CO DONEGAL"
Donegal,Donegal,68000,1,"RENNY, LETTERMACAWARD, DONEGAL"
Donegal,Donegal,70000,1,"3 DRUMCARBIT MEWS, DRUMCARBIT MALIN, DONEGAL"
Donegal,Donegal,70000,1,"63 LARGANREAGH, DOWNINGS, DONEGAL"
Donegal,Donegal,70000,1,"BALLYNAHONA, CULKEENY, MALIN"
Donegal,Donegal,70000,1,"GARROWART, ARDARA, CO DONEGAL"
Donegal,Donegal,75500,1,"37 HAZELBROOK CRESCENT, LETTERKENNY, DONEGAL"
Donegal,Donegal,78250,1,"No. 1  Eden Bay, Bundoran, Co. Donegal."
Donegal,Donegal,85000,1,"35 FLAXFIELDS, CONVOY, DONEGAL"
Donegal,Donegal,85000,1,"45 MALIN RD, MOVILLE, DONEGAL"
Donegal,Donegal,87000,1,"ARDCRONE, LOUGHANURE, CO. DONEGAL"
Donegal,Donegal,90000,1,"OLD WHITE COTTAGE, DERRYBEG, DONEGAL"
Donegal,Donegal,94000,1,"58 ADMIRAN PARK, STRANORLAR, DONEGAL"
Donegal,Donegal,95000,1,"94 ADMIRAN PARK, STRANORLAR, CO DONEGAL"
Donegal,Donegal,100000,2,"MARAMEELAN, DUNGLOE, DONEGAL"
Donegal,Donegal,102500,2,"5 ROSS DOWNS, ROSSGIER, LIFFORD"
Donegal,Donegal,105000,2,"4 ROSAPENNA COTTAGES, DOWNINGS, LETTERKENNY"
Donegal,Donegal,105000,2,"CARRICKATLEAVE, ARDARA, DONEGAL"
Donegal,Donegal,110000,2,"NOS MILLRACE CRESENT, DONEGAL TOWN, DONEGAL"
Donegal,Donegal,110000,2,"DURNISH, ROSSNOWLAGH, CO DONEGAL"
Donegal,Donegal,112000,2,"ALT UPPER, CASTLEFIN, DONEGAL"
Donegal,Donegal,112000,2,"BALLYEDERLAN, ST JOHNS POINT, DUNKINEELY"
Donegal,Donegal,120000,2,"BRENTER INVER, DONEGAL, DONEGAL"
Donegal,Donegal,123000,2,"154 MEADOW HILL, LETTERKENNY, DONEGAL"
Donegal,Donegal,123348,2,"No. 1 Parc Naomh Anna, Dungloe"
Donegal,Donegal,126700,3,"GALDONAGH, MANORCUNNINGHAM, LETTERKENNY"
Donegal,Donegal,132000,3,"24 LISNENNAN COURT, LISNENNAN, LETTERKENNY"
Donegal,Donegal,135000,3,"KILLYCLUG, LETTERKENNY, CO. DONEGAL"
Donegal,Donegal,137500,3,"10 ERRIGAL VIEW, LETTERKENNY, DONEGAL"
Donegal,Donegal,142000,3,"3 GLENCAR, LETTERKENNY, DONEGAL"
Donegal,Donegal,143612,3,"17 Rann Mor Meadow, Letterkenny"
Donegal,Donegal,145000,3,"16 OAK GROVE, DUNFANAGHY, DONEGAL"
Donegal,Donegal,145000,3,"2 SURFERSCOVE, BUNDORAN, DONEGAL"
Donegal,Donegal,148000,3,"52 ARD BAN, MUFF, DONEGAL"
Donegal,Donegal,149500,3,"16 Crocknageeha, Rinclevan, Dunfanaghy"
Donegal,Donegal,150000,3,"60 THORNDALE, LETTERKENNY, DONEGAL"
Donegal,Donegal,150000,3,"D AND J MALIN TOWN, MALIN, CO. DONEGAL"
Donegal,Donegal,160000,3,"PORT, INVER, DONEGAL"
Donegal,Donegal,160000,4,"TRIMRAGH, LETTERKENNY, CO DONEGAL"
Donegal,Donegal,163000,4,"6 THE LINKS, TULLAN STRAND RD, BUNDORAN"
Donegal,Donegal,170000,4,"10 TULLAN STRAND RD, BUNDORAN, STRAND RD"
Donegal,Donegal,172000,5,"5 STRAND VIEW, ROSSNOWLAGH, COUNTY DONEGAL"
Donegal,Donegal,177000,5,"DUNREE, BUNCRANA, CO DONEGAL"
Donegal,Donegal,180000,5,"3 SYLVAN PARK, LETTERKENNY, DONEGAL"
Donegal,Donegal,190000,5,"5 HARBOUR HEIGHTS, PORTSALON, DONEGAL"
Donegal,Donegal,190000,5,"BALLYARGUS RED CASTLE, DONEGAL"
Donegal,Donegal,196916,5,"8 Maple Grove, Fahan"
Donegal,Donegal,205000,5,"CRANASHALLOG, DUNGLOE, DONEGAL"
Donegal,Donegal,219000,5,"22 Rann Mor Meadow, Crievesmith, Letterkenny"
Donegal,Donegal,250000,5,"ARDS, LETTERKENNY, DONEGAL"
Dublin 1,Dublin,73500,1,"APT. 10, 1 LOWER SHERRARD ST, DUBLIN 1"
Dublin 1,Dublin,73500,1,"APT. 3, 1 LOWER SHERRARD ST, DUBLIN 1"
Dublin 1,Dublin,73500,1,"APT. 4, 1 LOWER SHERRARD ST., DUBLIN 1"
Dublin 1,Dublin,73500,1,"APT. 5, 1 LOWER SHERRARD, DUBLIN 1"
Dublin 1,Dublin,73500,1,"APT. 7, 1 LOWER SHERRARD ST., DUBLIN 1"
Dublin 1,Dublin,73500,1,"APT. 8, 1 LOWER SHERRARD ST, DUBLIN 1"
Dublin 1,Dublin,73500,1,"APT.2, 1 LOWER SHERRARD ST., DUBLIN 1"
Dublin 1,Dublin,73500,1,"APT.6, 1 LOWER SHERRARD ST., DUBLIN 1"
Dublin 1,Dublin,73500,1,"APT.9, 1 LOWER SHERRARD ST, DUBLIN 1"
Dublin 1,Dublin,73500,1,"APT. 1, 1 LOWER SHERRARD ST, DUBLIN 1"
Dublin 1,Dublin,105000,1,"27 KELLYS COURT, KELLYS ROW, DUBLIN 1"
Dublin 1,Dublin,117600,1,"28, FERRYMANS CROSSING, DUBLIN 1"
Dublin 1,Dublin,130000,1,"1 KELLYS COURT, KELLY ROW, DUBLIN 1"
Dublin 1,Dublin,130000,1,"12 KELLYS COURT, KELLYS ROW, DUBLIN 1"
Dublin 1,Dublin,130000,1,"17 KELLYS COURT, KELLYS ROW, DUBLIN 1"
Dublin 1,Dublin,135000,1,"16 KELLYS COURT, KELLYS ROW, DUBLIN 1"
Dublin 1,Dublin,135000,1,"28 KELLYS COURT, KELLYS ROW, DUBLIN 1"
Dublin 1,Dublin,160000,2,"5 KELLYS COURT, KELLYS ROW, DUBLIN 1"
Dublin 1,Dublin,160000,2,"10 KELLYS COURT, KELLYS ROW, DUBLIN 1"
Dublin 1,Dublin,160000,2,"2 KELLYS COURT, KELLYS ROW, DUBLIN 1"
Dublin 1,Dublin,200000,2,"7 THE STEELWORKS, FOLEY STREET, DUBLIN 1"
Dublin 1,Dublin,209000,2,"APT 69, CORN MILL, DISTILLERY ROAD"
Dublin 1,Dublin,222000,2,"16 THE FORGE, THE STEELWORKS, DUBLIN 1"
Dublin 1,Dublin,230000,2,"APT 1, 14 BELVEDERE PLACE, DUBLIN 1"
Dublin 1,Dublin,240000,2,"APT 1, 45 NORTH CIRCULAR ROAD, DUBLIN 7"
Dublin 1,Dublin,275000,3,"4 CLARION QUAY BLOCK 5, CLARION QUAY, DUBLIN 1"
Dublin 1,Dublin,291500,3,"18 ACHILL HOUSE, CUSTOM HOUSE SQ, MAYOR ST LOWER"
Dublin 1,Dublin,306000,3,"APT 16, HOUSE 3, LINDEN COURT"
Dublin 1,Dublin,340000,4,"11 BURTON HOUSE, CUSTOM HOUSE SQ, I F S C DUBLIN 1"
Dublin 1,Dublin,375000,5,"9 LONGFORD HOUSE, SPENCER DOCK, IFSC DUBLIN 1"
Dublin 1,Dublin,395000,5,"APT 252 THE ASGARD, CUSTOM HOUSE HARBOUR, IFSC DUBLIN 1"
Dublin 1,Dublin,500000,5,"APT 17, BLOCK 11, CLARION QUAY"
Dublin 1,Dublin,528000,5,"330 CUSTOM HOUSE HARBOUR, IFSC, DUBLIN 1"
Dublin 10,Dublin,57200,2,"32, CROFTWOOD DRIVE, CHERRY ORCHARD DUBLIN 10"
Dublin 11,Dublin,43582,1,"16 BARNAMORE GROVE, FINGLAS SOUTH, DUBLIN 11"
Dublin 11,Dublin,55750,1,"64, BERRYFIELD ROAD, FINGLAS DUBLIN 11"
Dublin 11,Dublin,100000,1,"32 THE TURNPIKE, SANTRY CROSS, BALLYMUN"
Dublin 11,Dublin,100000,1,"9 ST CANICES COURT, CAPPAGH GREEN, FINGLAS DUBLIN 11"
Dublin 11,Dublin,132000,1,"4 PARKVIEW GROVE, POPPINTREE PARK, DUBLIN 11"
Dublin 11,Dublin,156494,1,"165 GLASAREE RD, FINGLAS EAST, DUBLIN 11"
Dublin 11,Dublin,160000,2,"APT 72, COLLEGE VIEW, MAIN ST DUBLIN 9"
Dublin 11,Dublin,165000,2,"94 THE GATEWAY, MAIN ST, BALLYMUN DUBLIN 11"
Dublin 11,Dublin,183000,2,"91 PREMIER SQ, FINGLAS RD, FINGLAS DUBLIN 11"
Dublin 11,Dublin,190000,2,"22 ABBOTSTOWN RD, FINGLAS WEST, DUBLIN 11"
Dublin 11,Dublin,207000,2,"293 PREMIER SQ, FINGLAS RD, GLASNEVIN DUBLIN 11"
Dublin 11,Dublin,217000,2,"38 LANESBOROUGH COURT, ST MARGARETS, FINGLAS DUBLIN 11"
Dublin 11,Dublin,224670,2,"19 Hampton Wood Crescent, Hampton Wood, Dublin 11"
Dublin 11,Dublin,230000,2,"10 CHARLESTOWN DR, FINGLAS, DUBLIN 11"
Dublin 11,Dublin,255000,2,"12 LANESBOROUGH DRIVE, FINGLAS DUBLIN 11, DUBLIN"
Dublin 11,Dublin,257500,2,"6 HEATHFIELD DRIVE, FINGLAS, DUBLIN 11"
Dublin 11,Dublin,270000,3,"Site 16 An Riasc, Farnham Drive, Finglas"
Dublin 11,Dublin,270000,3,"Site 17 An Riasc, Farnham Drive, Finglas"
Dublin 11,Dublin,270000,3,"Site 20 An Riasc, Farnham Drive, Finglas"
Dublin 11,Dublin,270000,3,"Site 21 An Riasc, Farnham Drive, Finglas"
Dublin 11,Dublin,295000,3,"Site 12 An Riasc, Farnham Drive, Finglas"
Dublin 11,Dublin,295000,3,"Site 13 An Riasc, Farnham Drive, Finglas"
Dublin 11,Dublin,295000,3,"Site 14 An Riasc, Farnham Drive, Finglas"
Dublin 11,Dublin,295000,3,"Site 18 An Riasc, Farnham Drive, Finglas"
Dublin 11,Dublin,295000,3,"Site 19 An Riasc, Farnham Drive, Finglas"
Dublin 11,Dublin,295000,3,"Site 22 An Riasc, Farnham Drive, Finglas"
Dublin 11,Dublin,361000,5,"76 WILLOW PARK RD, GLASNEVIN, DUBLIN 11"
Dublin 11,Dublin,395000,5,"20 DELVILLE RD, GLASNEVIN, DUBLIN 11"
Dublin 11,Dublin,400000,5,"3 DALCASSIAN DOWNS, GLASNEVIN, DUBLIN"
Dublin 11,Dublin,427000,5,"19 DRAPIER GREEN, WADELAI, GLASNEVIN DUBLIN 11"
Dublin 11,Dublin,452000,5,"5 BENEAVIN COURT, GLASNEVIN, DUBLIN 11"
Dublin 12,Dublin,122400,1,"146, CURLEW ROAD, DRIMNAGH DUBLIN 12"
Dublin 12,Dublin,178906,2,"6 STANNAWAY AVE, CRUMLIN, DUBLIN 12"
Dublin 12,Dublin,230500,2,"5 HOLLYBROOK, BLUEBELL AVE, BLUEBELL DUBLIN 12"
Dublin 12,Dublin,232000,2,"139 CLONMACNOISE RD, CRUMLIN, DUBLIN 12"
Dublin 12,Dublin,240000,2,"127 BRANDON RD, DRIMNAGH, DUBLIN 12"
Dublin 12,Dublin,250000,2,"21 LISLE RD, CRUMLIN, DUBLIN 12"
Dublin 12,Dublin,250000,2,"374 KILDARE RD, CRUMLIN, DUBLIN 12"
Dublin 12,Dublin,251500,2,"88 DERRY RD, CRUMLIN, DUBLIN 12"
Dublin 12,Dublin,270000,3,"4 BENMADIGAN RD, DUBLIN 12, DUBLIN"
Dublin 12,Dublin,295000,3,"7 BALFE RD, WALKINSTOWN, DUBLIN 12"
Dublin 12,Dublin,305150,3,"80 ST JAMESS RD, GREENHILLS, DUBLIN 12"
Dublin 12,Dublin,330000,4,"13A, St Agnes Terrace, Crumlin Village"
Dublin 12,Dublin,330000,4,"13B, St Agnes Village, Crumlin"
Dublin 12,Dublin,335000,4,"34 TEMPLE HALL, MOUNT SAINT ANNES, MILLTOWN"
Dublin 12,Dublin,345000,4,"53 HERBERTON DR, CRUMLIN, DUBLIN 12"
Dublin 12,Dublin,350000,4,"10 ESPOSITO RD, WALKINSTOWN, DUBLIN 12"
Dublin 12,Dublin,377000,5,"86 NAAS RD, INCHICORE, DUBLIN 8"
Dublin 12,Dublin,395000,5,"386 CLOGHER ROAD, CRUMLIN, DUBLIN 12"
Dublin 12,Dublin,411000,5,"3 MUCKROSS GROVE, PERRYSTOWN, DUBLIN 12"
Dublin 12,Dublin,440000,5,"6 ROYSTON, KIMMAGE RD WEST, DUBLIN 6W"
Dublin 12,Dublin,460000,5,"63 ST ANNES, KIMMAGE RD WEST, DUBLIN 12"
Dublin 12,Dublin,465000,5,"UNIT 25 BUTLERS COURT, 77 SIR JOHN ROGERSONS QUAY, DUBLIN 12"
Dublin 12,Dublin,475000,5,"19 MUCKROSS GROVE, PERRYSTOWN, DUBLIN 12"
Dublin 12,Dublin,475771,5,"30 Wilkins View, Greenhills, Dublin 12"
Dublin 12,Dublin,521000,5,"21 GLENDALE PARK, TERENURE, DUBLIN 12"
Dublin 13,Dublin,132500,1,"40 ST ANN SQUARE, PORTMARNOCK, CO DUBLIN"
Dublin 13,Dublin,250000,2,"57 ST DONAGHS RD, DONAGHMEDE, DUBLIN 13"
Dublin 13,Dublin,260000,2,"46 THE KILNS STATION RD, PORTMARNOCK, DUBLIN"
Dublin 13,Dublin,274000,3,"21 MILLSTREAM, THE LINKS, STATION RD"
Dublin 13,Dublin,275000,3,"17 THE FAIRWAYS, SEABROOK MANOR, STATION RD"
Dublin 13,Dublin,290000,3,"33 GRANGEMORE GROVE, DONAGHMEDE, DUBLIN 13"
Dublin 13,Dublin,295000,3,"35 MOYCLARE CLOSE, BALDOYLE, DUBLIN 13"
Dublin 13,Dublin,299559,3,"57 Park Avenue, Belltree Clongriffin, Dublin 13"
Dublin 13,Dublin,300000,3,"27 ST ANNES SQ, PORTMARNOCK, DUBLIN"
Dublin 13,Dublin,310000,3,"1 SWEETMAN HOUSE, MYRTLE AVE, THE COAST BALDOYLE"
Dublin 13,Dublin,321000,4,"179 GRANGE ABBEY GROVE, DONAGHMEDE, DUBLIN 13"
Dublin 13,Dublin,332000,4,"10 GREENWOOD WALK, AYRFIELD, DUBLIN 13"
Dublin 13,Dublin,342000,4,"55A GRANGE PK, BALDOYLE, DUBLIN 13"
Dublin 13,Dublin,520000,5,"247 SUTTON PARK, SUTTON, DUBLIN 13"
Dublin 13,Dublin,590000,5,"145 ARDILAUN, PORTMARNOCK, DUBLIN"
Dublin 13,Dublin,880000,5,"7 BURROW HEATH, STATION ROAD, SUTTON"
Dublin 13,Dublin,2100000,5,"7 CARRICKBRACK RD, SUTTON, DUBLIN 13"
Dublin 14,Dublin,307500,3,"2 THE FALLS, LOWER DODDER RD, RATHFARNHAM DUBLIN 14"
Dublin 14,Dublin,377000,2,"146 MOUNTAINVIEW PARK, CHURCHTOWN, DUBLIN 14"
Dublin 14,Dublin,410000,2,"54 ORWELL GARDENS, RATHGAR, DUBLIN 6"
Dublin 14,Dublin,535551,5,"23 ORCHARDSTOWN DR, DUBLIN 14, DUBLIN"
Dublin 14,Dublin,548800,5,"2 THE CLOSE, HAZELBROOK SQUARE, WHITEHALL ROAD"
Dublin 14,Dublin,560000,5,"30 SWEETMOUNT PARK, DUNDRUM, DUBLIN"
Dublin 14,Dublin,610000,5,"66 GLEDSWOOD PARK, CLONSKEAGH, DUBLIN 14"
Dublin 14,Dublin,700000,5,"12 FARMHILL RD, GOATSTOWN, DUBLIN 14"
Dublin 14,Dublin,705000,5,"54 SWEETMOUNT AVE, DUNDRUM, DUBLIN 14"
Dublin 14,Dublin,715000,5,"3 FARMHILL DR, GOATSTOWN, DUBLIN 14"
Dublin 14,Dublin,838000,5,"37 CRANNAGH PARK, RATHFARNHAM, DUBLIN 16"
Dublin 14,Dublin,975000,5,"HENLEY COTTAGE, UPPER CHURCHTOWN RD, CHURCHTOWN DUBLIN 14"
Dublin 14,Dublin,2025000,5,"APT 1, 1 ROSEMOUNT CRESCENT, CLONSKEAGH DUBLIN 14"
Dublin 14,Dublin,2025000,5,"APT 2, 1 ROSEMOUNT CRESCENT, CLONSKEAGH DUBLIN 14"
Dublin 14,Dublin,2025000,5,"APT 3, 1 ROSEMOUNT CRESCENT, CLONSKEAGH DUBLIN 14"
Dublin 14,Dublin,2025000,5,"APT 4, 1 ROSEMOUNT CRESCENT, CLONSKEAGH DUBLIN 14"
Dublin 14,Dublin,2025000,5,"APT 5, 1 ROSEMOUNT CRESCENT, CLONSKEAGH DUBLIN 14"
Dublin 14,Dublin,2025000,5,"APT 6, 1 ROSEMOUNT CRESCENT, CLONSKEAGH DUBLIN 14"
Dublin 15,Dublin,22547,1,"24 THOMOND RD, DUBLIN 12, DUBLIN"
Dublin 15,Dublin,82000,1,"40A MEADOW WAY, HARTSTOWN, CLONSILLA DUBLIN 15"
Dublin 15,Dublin,82000,1,"44 WELLVIEW PARK, TYRELLSTOWN, DUBLIN 15"
Dublin 15,Dublin,158000,1,"56 WELLVIEW AVE, MULHUDDART, DUBLIN 15"
Dublin 15,Dublin,161000,2,"11 ANNALLY DR, ONGAR WOOD, DUBLIN"
Dublin 15,Dublin,171000,2,"7 GROVE COURT, GROVE RD, BLANCHARDSTOWN DUBLIN 15"
Dublin 15,Dublin,198000,2,"31 JOYCE HALL, COLLEGEFORT, CASTLEKNOCK DUBLIN 15"
Dublin 15,Dublin,208000,2,"28 BEECHFIELD PLACE, CLONEE, DUBLIN 15"
Dublin 15,Dublin,225000,2,"10 PINEBROOK DOWNS, CLONSILLA DUBLIN 15, DUBLIN"
Dublin 15,Dublin,229074,2,"2 The Park, The Paddocks, Hansfield"
Dublin 15,Dublin,229075,2,"38 Summerseat Crescent, Clonee, Dublin 15"
Dublin 15,Dublin,231000,2,"35 RIVERDALE, ASHTOWN, DUBLIN"
Dublin 15,Dublin,233480,2,"4 The Park, The Paddocks, Hansfield"
Dublin 15,Dublin,234000,2,"82 MEADOW COPSE, HARTSTOWN, CLONSILLA DUBLIN 15"
Dublin 15,Dublin,235000,2,"6 MAIN ST, ONGAR VILLAGE, ONGAR DUBLIN 15"
Dublin 15,Dublin,237000,2,"14 WARRENSTOWN DR, BLANCHARDSTOWN, DUBLIN 15"
Dublin 15,Dublin,252000,2,"40 BELLGREE DR, TYRRELSTOWN, DUBLIN 15"
Dublin 15,Dublin,252500,2,"41 BELGREE RISE, TYRELLSTOWN, DUBLIN 15"
Dublin 15,Dublin,255506,2,"8 Barnwell Chase, Hansfield"
Dublin 15,Dublin,255507,2,"29 The Lawn, Hansfield Wood, Hansfield"
Dublin 15,Dublin,260000,2,"6 THE TALLOW, RATHBORNE VILLAGE, ASHTOWN DUBLIN 15"
Dublin 15,Dublin,260000,2,"29 LOHUNDA DOWNS, CLONSILLA, DUBLIN 15"
Dublin 15,Dublin,260000,2,"76 WOODBROOK CRESCENT, RIVERWOOD RD, CASTLEKNOCK DUBLIN 15"
Dublin 15,Dublin,264273,2,"42 The Lawn, Hansfield Wood, Hansfield"
Dublin 15,Dublin,275000,3,"6 CASTLEGRANGE GREEN, CLONEE, DUBLIN 15"
Dublin 15,Dublin,277000,3,"15 BELLGREE DR, TYRRELSTOWN, DUBLIN 15"
Dublin 15,Dublin,277533,3,"1 The Avenue, Hansfield Wood, Hansfield"
Dublin 15,Dublin,280000,3,"28 THE DRIVE, HUNTERS RUN, DUBLIN 15"
Dublin 15,Dublin,286000,3,"1 WOODVALE GROVE, CLONSILLA, DUBLIN 15"
Dublin 15,Dublin,290748,3,"2 Hamilton Way, Royal Canal Park, Ratoath Road"
Dublin 15,Dublin,299559,3,"3 Hamilton Way, Royal Canal Park, Rathoath Road  Ashtown"
Dublin 15,Dublin,303965,3,"9 Hamilton Way, Royal Canal Park, Ratoath Road"
Dublin 15,Dublin,315000,3,"35 PORTERSGATE COURT, CLONSILLA, DUBLIN 15"
Dublin 15,Dublin,315000,3,"81 CASTAHEANY, CLONEE, DUBLIN 15"
Dublin 15,Dublin,340000,4,"71 MILLRACE RD, PHOENIX PARK RACECOURSE, CASTLEKNOCK"
Dublin 15,Dublin,343612,4,"6 Bridge Avenue, Ratoath Road, Royal Canal Park"
Dublin 15,Dublin,357000,4,"30 CHARNWOOD GROVE, CLONSILLA, DUBLIN 15"
Dublin 15,Dublin,360000,5,"164 THE VILLAGE, PORTERSTOWN, DUBLIN 15"
Dublin 15,Dublin,378855,5,"84 Diswellstown Manor, Castleknock"
Dublin 15,Dublin,409691,5,"35  Diswellstown Avenue, Castleknock, Dublin 15"
Dublin 15,Dublin,409692,5,"31 Diswellstown Avenue, Castleknock, Dublin 15"
Dublin 15,Dublin,420000,5,"17 OCASEY HALL, COLLEGEWOOD, CASTLEKNOCK"
Dublin 15,Dublin,440000,5,"4 CASTLEKNOCK DALE, LAUREL LODGE, DUBLIN 15"
Dublin 15,Dublin,485000,5,"APT 4 PEMBROKE COURT, 74 75 PEMBROKE RD, BALLSBRIDGE DUBLIN 4"
Dublin 15,Dublin,540000,5,"17 BLACKWOOD CRESCENT, ONGAR CHASE, ONGAR DUBLIN 15"
Dublin 15,Dublin,540000,5,"98 DELWOOD WALK, CASTLEKNOCK, DUBLIN"
Dublin 15,Dublin,792000,5,"19 FARMLEIGH CLOSE, WHITES RD, CASTLEKNOCK DUBLIN 15"
Dublin 16,Dublin,220000,2,"5 HOMEVILLE COURT, BALLYCULLEN RD, KNOCKLYON DUBLIN 16"
Dublin 16,Dublin,244000,2,"103 MOREEN AVE, SANDYFORD, DUBLIN 16"
Dublin 16,Dublin,262500,2,"22 THE HOLLY, ROCKFIELD, DUNDRUM DUBLIN 14"
Dublin 16,Dublin,270000,3,"APT 19, DUNDRUM CASTLE HOUSE, DUBLIN 14"
Dublin 16,Dublin,280000,3,"37 THE ROWAN, RIVERSDALE, DUNDRUM DUBLIN 16"
Dublin 16,Dublin,293000,3,"31 ROSMOR VIEW, SCHOLARSTOWN ROAD, DUBLIN 16"
