Symbol,Name,Sector,Price,Price/Earnings,MaxPE,Dividend Yield,MaxDiv,Earnings/Share,MaxErnShr,52 Week Low,52 Week High,Market Cap,EBITDA,MaxEBIDTA,Price/Sales,MaxPS,Price/Book,MaxPB,SEC Filings
CNP,CenterPoint Energy,Utilities,25.85,19.73,0.037931366,4.2109,0.33258301,1,0.02268088,30.45,25.51,11362043297.00,2337000000.00,0.02943844,1.6263,0.080933399,3.21,0.002287335,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CNP
CTL,CenturyLink Inc,Telecommunication Services,16.2,8.35,0.016053062,12.6612,1,1.16,0.026309821,27.61,13.161,18237196861.00,5577000000.00,0.070251682,1.4796,0.073632821,1.39,0.000990466,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTL
CERN,Cerner,Health Care,61.22,27.09,0.05208113,0,0,1.84,0.041732819,73.86,51.2617,21101697598.00,1523440000.00,0.019190285,5.556,0.27649632,4.62,0.003292052,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CERN
CF,CF Industries Holdings Inc,Materials,37.46,-59.46,-0.114313179,3.0395,0.240064133,-1.2,-0.027217056,43.98,25.04,9209106695.00,711000000.00,0.008956239,3.0044,0.149515037,2.81,0.002002309,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CF
SCHW,Charles Schwab Corporation,Financials,48.9,29.82,0.057329616,0.7688,0.060720943,1.61,0.036516217,56.25,37.16,69750188843.00,0.00,0,7.9496,0.395614677,4.51,0.00321367,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SCHW
CHTR,Charter Communications,Consumer Discretionary,348.65,162.92,0.313217341,0,0,34.08,0.772964391,408.83,308.3,86708878113.00,14694000000.00,0.185095609,2.1209,0.105547344,2.27,0.001617523,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHTR
CHK,Chesapeake Energy,Energy,2.82,4.7,0.009035855,0,0,-6.44,-0.146064867,6.59,2.8,2626102121.00,1470000000.00,0.018517119,0.4077,0.020289336,1.84,0.00131112,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHK
CVX,Chevron Corp.,Energy,112.3,27.52,0.052907815,3.8859,0.306914037,4.85,0.110002268,133.88,102.55,218978820159.00,28877000000.00,0.363754314,1.649,0.082063073,1.71,0.001218487,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVX
CMG,Chipotle Mexican Grill,Consumer Discretionary,266.01,45.86,0.088166875,0,0,0.8,0.018144704,499,263,7685283970.00,401293000.00,0.005054959,2.5524,0.127021096,6.11,0.004353774,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMG
CB,Chubb Limited,Financials,140.39,17.5,0.033644141,1.9252,0.152055097,8.2,0.185983216,157.5,130.17,68424670566.00,0.00,0,2.0986,0.104437577,1.35,0.000961963,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CB
CHD,Church & Dwight,Consumer Staples,47.38,24.42,0.046947996,1.8366,0.145057341,2.92,0.06622817,54.1799,43.21,11838963451.00,868000000.00,0.010933918,3.1682,0.157666602,6.28,0.004474911,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHD
CI,CIGNA Corp.,Health Care,189.27,18.11,0.03481688,0.0205,0.00161912,7.2,0.163302336,227.13,141.93,47680910480.00,0.00,0,1.5508,0.077176115,3.39,0.002415597,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CI
XEC,Cimarex Energy,Energy,100.19,26.37,0.050696914,0.3021,0.023860298,-4.64,-0.105239283,136.31,89.49,10089082025.00,1061056000.00,0.013365782,7.5564,0.376046939,4.28,0.00304978,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XEC
CINF,Cincinnati Financial,Financials,70.34,27.48,0.052830914,2.9189,0.230538969,3.55,0.080517124,81.98,68.24,11916533018.00,0.00,0,2.7567,0.137188158,1.6,0.001140105,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CINF
CTAS,Cintas Corporation,Industrials,149.32,32.75,0.062962607,1.0345,0.081706315,4.38,0.099342254,169.96,113.79,16676145923.00,1097295000.00,0.013822273,2.7614,0.137422055,6.53,0.004653052,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTAS
CSCO,Cisco Systems,Information Technology,38.77,17.87,0.034355474,2.8756,0.227119072,1.91,0.043320481,42.98,30.36,199425716482.00,15447000000.00,0.194580908,5.4844,0.27293312,3.07,0.002187576,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSCO
C,Citigroup Inc.,Financials,71.87,13.48,0.025915601,1.7069,0.134813446,-3.1,-0.070310728,80.7,56.14,192709302000.00,0.00,0,2.1858,0.108777116,0.9,0.000641309,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=C
CFG,Citizens Financial Group,Financials,42.19,16.04,0.030837258,1.9625,0.155001106,3.27,0.074166478,48.23,31.51,22008050974.00,0.00,0,3.3917,0.168789159,1.08,0.000769571,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CFG
CTXS,Citrix Systems,Information Technology,84.53,20.37,0.03916178,0,0,-0.24,-0.005443411,95,73.3346,13199167493.00,810268000.00,0.010206686,4.7539,0.236579528,6.73,0.004795565,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTXS
CME,CME Group Inc.,Financials,153.04,32.15,0.061809094,3.6829,0.290880801,11.94,0.270809707,163,114.8176,54423298745.00,2851800000.00,0.035923211,14.8818,0.74059808,2.51,0.001788539,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CME
CMS,CMS Energy,Utilities,41.77,21.42,0.041180429,3.3918,0.2678893,1.99,0.045134951,50.85,41.07,11873960824.00,2099000000.00,0.02644043,2.4712,0.122980149,2.65,0.001888298,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMS
KO,Coca-Cola Company (The),Consumer Staples,43.1,22.8,0.04383351,3.3214,0.262329005,1.49,0.033794511,48.615,40.22,189855335601.00,8589000000.00,0.10819288,6.8221,0.339504238,8.65,0.006163691,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KO
CTSH,Cognizant Technology Solutions,Information Technology,75.16,22.44,0.043141402,1.0455,0.082575111,2.54,0.057609435,79.28,54.76,45119684067.00,2946000000.00,0.037109818,3.9678,0.197458981,3.94,0.002807508,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTSH
CL,Colgate-Palmolive,Consumer Staples,68.95,24.02,0.046178987,2.2802,0.180093514,2.28,0.051712406,77.91,66.26,61616643498.00,4064000000.00,0.051192906,4.0007,0.199096261,236.42,0.168464707,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CL
CMCSA,Comcast Corp.,Consumer Discretionary,38.19,18.54,0.035643564,1.8929,0.149503996,4.74,0.107507371,44,34.78,186476996883.00,28675000000.00,0.361209785,2.1798,0.108478524,2.65,0.001888298,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMCSA
CMA,Comerica Inc.,Financials,89.18,18.89,0.036316447,1.2823,0.10127792,4.13,0.093672034,98.18,64.04,16274969256.00,0.00,0,4.9055,0.244123956,1.96,0.001396628,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMA
CAG,Conagra Brands,Consumer Staples,35.49,18.2,0.034989907,2.3683,0.18705178,1.46,0.033114085,41.68,32.16,14379717835.00,1281200000.00,0.016138866,1.8295,0.091045719,3.86,0.002750502,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAG
CXO,Concho Resources,Energy,140.09,84.39,0.162241661,0,0,-11.04,-0.250396915,162.91,106.73,22021882339.00,2151190000.00,0.027097851,12.272,0.610720453,2.61,0.001859796,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CXO
COP,ConocoPhillips,Energy,53.24,72.93,0.140209555,2.0493,0.161856696,-0.65,-0.014742572,61.315,42.265,65482462410.00,5328000000.00,0.067115108,2.0764,0.103332786,2.16,0.001539141,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COP
ED,Consolidated Edison,Utilities,74.73,18.64,0.035835817,3.8002,0.300145326,4.1,0.092991608,89.7,72.63,23335777662.00,4288000000.00,0.054014562,2.9602,0.147315408,1.58,0.001125853,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ED
STZ,Constellation Brands,Consumer Staples,208.73,30.92,0.059444391,0.9713,0.076714687,8.71,0.197550465,229.5,152.01,41697453163.00,3033300000.00,0.038209508,5.1456,0.256072618,5.14,0.003662586,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STZ
GLW,Corning Inc.,Information Technology,28.45,16.45,0.031625493,2.0791,0.164210343,-0.78,-0.017691086,35.1,26.31,25759280346.00,2970000000.00,0.037412138,2.5447,0.126637902,1.71,0.001218487,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GLW
COST,Costco Wholesale Corp.,Consumer Staples,178.61,30.69,0.059002211,1.0918,0.086231953,6.09,0.138126559,199.88,150,80439804508.00,5679000000.00,0.071536543,0.612,0.030456398,7.24,0.005158973,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COST
COTY,"Coty, Inc",Consumer Staples,19.96,24.64,0.047370951,2.8604,0.225918554,-0.63,-0.014288954,21.175,14.24,13101112504.00,211400000.00,0.002662938,2.0062,0.099839258,1.37,0.000976215,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COTY
CCI,Crown Castle International Corp.,Real Estate,103.81,21.45,0.041238104,3.8621,0.305034278,1.02,0.023134498,114.97,86.93,44183023189.00,2292600000.00,0.028879147,10.1253,0.503889163,3.54,0.002522481,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCI
CSRA,CSRA Inc.,Information Technology,30.85,15.12,0.029068538,1.2759,0.100772439,1.83,0.04150601,33.79,27.38,5134501276.00,543000000.00,0.006839997,1.3325,0.066312337,11.37,0.008101868,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSRA
CSX,CSX Corp.,Industrials,50.47,21.94,0.04218014,1.5103,0.119285692,6.07,0.137672942,60.04,45.41,47340511707.00,5003000000.00,0.063021188,4.2164,0.209830648,4.27,0.003042654,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSX
CMI,Cummins Inc.,Industrials,165.73,16.83,0.032356051,2.5009,0.197524721,8.23,0.186663643,194.18,143.8301,28669230787.00,2924000000.00,0.036832691,1.9406,0.096574651,3.89,0.002771879,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMI
CVS,CVS Health,Consumer Staples,70.55,12.36,0.023762376,2.69,0.212460114,4.91,0.111363121,84,66.45,75323141722.00,11704000000.00,0.147431537,0.5499,0.027365969,2.13,0.001517764,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVS
DHI,D. R. Horton,Consumer Discretionary,44.55,16.32,0.031375565,1.0801,0.08530787,2.73,0.061918802,53.32,29.3716,17390873686.00,1691000000.00,0.021300985,1.1931,0.059375047,2.17,0.001546267,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHI
DHR,Danaher Corp.,Health Care,92.16,22.87,0.043968086,0.5879,0.046433197,3.53,0.080063506,104.82,78.97,66351150000.00,4339800000.00,0.05466707,3.6883,0.183549564,2.65,0.001888298,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHR
DRI,Darden Restaurants,Consumer Discretionary,91.33,22.72,0.043679708,2.6504,0.209332449,3.81,0.086414153,100.11,71.7,11745595320.00,997600000.00,0.012566447,1.5279,0.076036488,5.89,0.00419701,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRI
DVA,DaVita Inc.,Health Care,71.91,20.55,0.039507834,0,0,4.3,0.097527784,80.71,52.51,13685178000.00,2252294000.00,0.028371426,1.1451,0.05698631,2.79,0.001988057,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVA
DE,Deere & Co.,Industrials,153.66,23.14,0.044487167,1.4866,0.117413831,6.64,0.150601043,171.96,106.72,52186628646.00,4053300000.00,0.051058121,2.3746,0.118172815,5.31,0.003783722,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DE
DAL,Delta Air Lines Inc.,Industrials,51.23,10.37,0.019936557,2.2656,0.178940385,4.94,0.112043547,60.79,43.81,38393603535.00,8348000000.00,0.105157081,0.9179,0.045679621,2.67,0.00190255,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DAL
XRAY,Dentsply Sirona,Health Care,56.85,22.65,0.043545131,0.6003,0.047412568,1.99,0.045134951,68.98,52.535,13390513478.00,411100000.00,#VALUE!,4.6263,0.230229468,1.8,0.001282618,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XRAY
DVN,Devon Energy Corp.,Energy,34.94,23.93,0.04600596,0.6529,0.051566992,-6.89,-0.156271263,47.25,28.7947,19317380000.00,3723000000.00,0.046897438,2.066,0.102815226,2.85,0.002030811,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVN
DLR,Digital Realty Trust Inc,Real Estate,98.96,16.55,0.031817745,3.5711,0.282050675,2.19,0.049671127,127.23,101.101,21400952517.00,1260662000.00,0.015880155,12.435,0.618832206,2.32,0.001653152,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLR
DFS,Discover Financial Services,Financials,72.4,12.13,0.023320196,1.827,0.144299119,5.41,0.122703561,81.93,57.5,27433540000.00,0.00,0,2.361,0.117496006,2.52,0.001795665,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DFS
DISCA,Discovery Communications-A,Consumer Discretionary,22.87,11,0.021147746,0,0,1.96,0.044454525,30.25,15.99,8763756733.00,2100000000.00,0.026453027,1.8041,0.089781679,1.5,0.001068848,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCA
DISCK,Discovery Communications-C,Consumer Discretionary,21.58,10.37,0.019936557,0,0,1.96,0.044454525,29.18,14.99,8320262123.00,2100000000.00,0.026453027,1.7148,0.085337633,1.43,0.001018968,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCK
DISH,Dish Network,Consumer Discretionary,43.77,16.09,0.030933385,0,0,3.06,0.069403493,66.5,42.48,21032719056.00,2754331000.00,0.034695425,1.8522,0.092175393,3.76,0.002679246,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISH
DG,Dollar General,Consumer Discretionary,95.1,21.18,0.040719023,1.0625,0.083917796,4.43,0.100476298,105.82,65.97,26580644874.00,2457604000.00,0.03095765,1.5284,0.076061371,4.53,0.003227921,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DG
DLTR,Dollar Tree,Consumer Discretionary,101.58,26.66,0.051254446,0,0,3.77,0.085506918,116.65,65.63,25151198417.00,2430300000.00,0.03061371,1.6098,0.080112271,4.08,0.002907267,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLTR
D,Dominion Energy,Utilities,73.31,20.42,0.039257906,4.5282,0.357643825,4.91,0.111363121,85.3,71.59,47543571860.00,6428000000.00,0.080971456,3.7954,0.188879433,2.96,0.002109194,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=D
DOV,Dover Corp.,Industrials,96.2,23.87,0.045890608,1.8815,0.148603608,5.15,0.116806532,109.06,75.51,15566645713.00,1513291000.00,0.019062442,1.9862,0.098843951,3.59,0.00255811,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOV
DWDP,DowDuPont,Materials,68.21,49.43,0.09503028,2.153,0.170047073,1.59,0.036062599,77.08,64.01,165203312427.00,5250000000.00,0.066132567,2.6922,0.133978292,1.54,0.001097351,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DWDP
DPS,Dr Pepper Snapple Group,Consumer Staples,116.93,26.57,0.051081419,1.9661,0.155285439,4.54,0.102971195,126.65,83.23,21209783858.00,1507000000.00,0.018983196,4.2149,0.209756,9.99,0.007118528,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DPS
DTE,DTE Energy Co.,Utilities,98.49,19.12,0.036758627,3.556,0.280858055,4.82,0.109321842,116.74,96.56,17808073691.00,2790000000.00,0.035144736,1.9092,0.095012018,1.95,0.001389502,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DTE
DUK,Duke Energy,Utilities,74.32,16.7,0.032106123,4.7849,0.377918365,3.12,0.070764346,91.8,72.93,52078185682.00,9895000000.00,0.124644144,2.9349,0.146056344,1.27,0.000904958,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DUK
DRE,Duke Realty Corp,Real Estate,24.52,19.77,0.038008267,3.1533,0.249052223,0.88,0.019959174,30.14,24.73,9035293365.00,529483000.00,0.006669728,16.0773,0.800092564,1.94,0.001382377,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRE
DXC,DXC Technology,Information Technology,91.92,79.93,0.153667211,0.7494,0.059188702,-0.89,-0.020185983,102.95,67.76,27408621020.00,1628000000.00,0.020507394,1.9598,0.097530145,2.26,0.001610398,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DXC
ETFC,E*Trade,Financials,48.48,22.14,0.042564645,0,0,2.15,0.048763892,56,32.25,13754977266.00,0.00,0,5.6891,0.283120089,2.15,0.001532016,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETFC
EMN,Eastman Chemical,Materials,93.57,12.28,0.023608574,2.2631,0.178742931,10.12,0.229530506,104.08,76.02,14226830813.00,2152000000.00,0.027108054,1.4905,0.074175264,2.78,0.001980932,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMN
ETN,Eaton Corporation,Industrials,79.41,17.08,0.032836682,2.9405,0.232244969,6.68,0.151508279,89.85,69.45,35961772000.00,4253000000.00,0.053573678,1.8162,0.09038384,2.17,0.001546267,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETN
EBAY,eBay Inc.,Information Technology,41.02,24.86,0.047793906,0,0,-1.07,-0.024268542,46.99,31.89,44216696399.00,2941000000.00,0.037046834,4.672,0.232503745,3.8,0.002707748,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EBAY
ECL,Ecolab Inc.,Materials,127.76,28.08,0.053984428,1.232,0.097305153,4.14,0.093898843,140.5,119.61,38460272282.00,2848600000.00,0.035882901,3.7361,0.185928348,5.28,0.003762345,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ECL
EIX,Edison Int'l,Utilities,58.07,13.23,0.025434971,4.0543,0.320214514,3.96,0.089816285,83.38,58.76,19447670886.00,4284000000.00,0.053964175,2.1611,0.107547912,1.59,0.001132979,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EIX
EW,Edwards Lifesciences,Health Care,123.78,32.57,0.062616553,0,0,2.88,0.065320934,138.48,89.2,27447099863.00,1156700000.00,0.014570579,7.8283,0.389578139,8.48,0.006042554,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EW
EA,Electronic Arts,Information Technology,116.54,34.48,0.066288571,0,0,3.07,0.069630302,131.01,81.27,37890226992.00,1560000000.00,0.01965082,7.4416,0.370333876,8.54,0.006085308,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EA
EMR,Emerson Electric Company,Industrials,66.4,25.74,0.049485725,2.8132,0.22219063,2.35,0.053300068,74.45,56.77,44040298425.00,2542000000.00,0.032020759,3.6708,0.18267867,5.01,0.003569953,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMR
ETR,Entergy Corp.,Utilities,72.02,10.65,0.020474863,4.8921,0.386385177,-3.26,-0.073939669,87.95,69.63,13116894887.00,880700000.00,0.011093896,1.5543,0.077350293,1.54,0.001097351,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETR
EVHC,Envision Healthcare,Health Care,35.34,10.91,0.020974719,0,0,-0.48,-0.010886822,73,23.77,4212729247.00,827200000.00,0.010419973,1.2271,0.061067069,0.64,0.000456042,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EVHC
EOG,EOG Resources,Energy,101.04,246.44,0.473786408,0.6334,0.050026854,-1.98,-0.044908142,119,81.99,61164030149.00,3692749000.00,0.046516376,8.023,0.399267454,4.55,0.003242172,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EOG
EQT,EQT Corporation,Energy,46.25,53.16,0.102201288,0.2518,0.01988753,-2.69,-0.061011567,67.84,47.13,12638828950.00,1518305000.00,0.019125601,6.4987,0.323410121,2.15,0.001532016,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQT
EFX,Equifax Inc.,Industrials,114,19.03,0.0365856,1.3265,0.1047689,4.04,0.091630755,147.02,90.72,14121334618.00,1141200000.00,0.014375331,5.6338,0.280368065,4.59,0.003270675,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EFX
EQIX,Equinix,Real Estate,409.98,23.06,0.044333365,1.8776,0.14829558,1.77,0.040145158,495.345,361.9,33333813618.00,1687152000.00,0.021252513,10.6391,0.529458603,5.14,0.003662586,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQIX
EQR,Equity Residential,Real Estate,55.26,17.6,0.033836393,3.5438,0.279894481,1.63,0.036969834,70.455,56.07,20925508143.00,1710686000.00,0.021548963,8.5936,0.427663566,2.09,0.001489262,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQR
ESS,"Essex Property Trust, Inc.",Real Estate,218.28,18.66,0.035874267,3.2138,0.253830601,6.27,0.142209118,270.04,214.03,14383525286.00,1237886000.00,0.015593253,14.1831,0.705827026,2.3,0.0016389,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESS
EL,Estee Lauder Cos.,Consumer Staples,131.46,37.78,0.072632894,1.1283,0.089114776,3.35,0.075980948,138.74,81.69,49543264457.00,2478000000.00,0.031214572,3.9523,0.196687618,10.82,0.007709957,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EL
RE,Everest Re Group Ltd.,Financials,241.06,27.24,0.052369509,2.1078,0.166477111,23.71,0.537763665,277.17,208.81,10131892523.00,0.00,0,2.0992,0.104467436,1.16,0.000826576,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RE
ES,Eversource Energy,Utilities,56.11,18.22,0.035028357,3.3398,0.263782264,2.96,0.067135405,66.15,55.2,18027633617.00,2738713000.00,0.03449869,3.1134,0.15493946,1.68,0.00119711,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ES
EXC,Exelon Corp.,Utilities,35.98,14.51,0.027895799,3.8174,0.301503807,1.23,0.027897482,42.67,33.3,34734816899.00,8548000000.00,0.107676416,1.3934,0.069343048,1.26,0.000897832,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXC
EXPE,Expedia Inc.,Consumer Discretionary,123.03,30.99,0.059578968,0.9279,0.073286892,1.81,0.041052393,161,115.55,19722178609.00,1481458000.00,0.018661452,2.5075,0.124786631,4.14,0.002950021,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPE
EXPD,Expeditors International,Industrials,60.36,25.26,0.048562915,1.352,0.106782927,2.36,0.053526877,67.54,51.96,11040678071.00,721643000.00,0.009090306,2.1903,0.10900106,5.55,0.003954738,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPD
ESRX,Express Scripts,Health Care,73.35,10.72,0.02060944,0,0,5.39,0.122249943,83.485,55.8,42449656350.00,7309300000.00,0.09207291,0.5759,0.028659869,2.65,0.001888298,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESRX
EXR,Extra Space Storage,Real Estate,77.56,18.12,0.034836105,3.8796,0.306416453,2.92,0.06622817,88.56,71.34,10133547517.00,717468000.00,0.009037714,12.2048,0.607376221,4.54,0.003235047,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXR
XOM,Exxon Mobil Corp.,Energy,76.07,21.37,0.041084303,4.0031,0.316170663,1.88,0.042640054,89.3,76.05,326148660000.00,39052000000.00,0.491925528,1.7702,0.088094634,1.85,0.001318246,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XOM
FFIV,F5 Networks,Information Technology,137.25,21.21,0.040776699,0,0,6.51,0.147652529,149.5,114.63,8744185796.00,629940000.00,0.007935152,4.1204,0.205053174,6.86,0.004888198,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FFIV
FB,"Facebook, Inc.",Information Technology,171.58,27.9,0.053638374,0,0,5.39,0.122249943,195.32,132.44,523423036576.00,23624000000.00,0.297583957,13.242,0.658992849,7.08,0.005044963,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FB
FAST,Fastenal Co,Industrials,52.15,27.02,0.051946554,2.7799,0.219560547,2.01,0.045588569,57.815,39.79,15311373377.00,1009600000.00,0.012717608,3.473,0.172835083,7.39,0.005265858,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FAST
FRT,Federal Realty Investment Trust,Real Estate,108.11,18.35,0.035278285,3.5926,0.283748776,3.5,0.07938308,143.79,109.74,8077368506.00,540767000.00,0.006811869,12.8986,0.641903425,3.98,0.00283601,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FRT
FDX,FedEx Corporation,Industrials,239.27,19.45,0.03739306,0.7963,0.062892933,11.07,0.251077342,274.66,182.89,67280478816.00,8062000000.00,0.10155443,1.0752,0.053507711,3.9,0.002779005,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FDX
FIS,Fidelity National Information Services,Information Technology,92.74,22.08,0.042449293,1.3227,0.104468771,1.72,0.039011114,103.65,77.63,32308459680.00,2782000000.00,0.035043962,4.7038,0.234086283,3.25,0.002315837,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FIS
FITB,Fifth Third Bancorp,Financials,31.1,16.9,0.032490628,1.979,0.1563043,2.85,0.064640508,33.91,23.2,22437653700.00,0.00,0,2.8803,0.143339156,1.46,0.001040345,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FITB
FE,FirstEnergy Corp,Utilities,30.64,11.18,0.0214938,4.6738,0.369143525,-14.49,-0.328645951,35.22,27.93,13706075072.00,5067000000.00,#VALUE!,1.2994,0.064665104,2.19,0.001560518,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FE
FISV,Fiserv Inc,Information Technology,133.05,27.32,0.052523311,0,0,4.14,0.093898843,144.2,106.2,26918949723.00,1911000000.00,0.024072255,6.5187,0.324405428,11.54,0.008223004,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FISV
FLIR,FLIR Systems,Information Technology,46.46,25.53,0.049081996,1.2397,0.09791331,1.21,0.027443865,52.88,33.75,6706992926.00,375267000.00,0.004727118,5.138,0.255694401,3.52,0.00250823,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLIR
FLS,Flowserve Corporation,Industrials,40.82,26.17,0.05031241,1.8291,0.14446498,1.12,0.025402586,51.92,37.51,5427884956.00,463066000.00,0.005833094,2.0803,0.103526871,3.15,0.002244581,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLS
